-4.232223,51.562479,"""Buzzards Rest>01792 390063, Newton Lodge, Scurlage, Rhossili, Gower, Swansea, SA3 1PE, Wales"""
-4.252842,51.564412,"""Eastmoor CL>01792 390708, Kimley Moor Farm, Rhossili, Swansea, Swansea, SA3 1PQ, Wales"""
-4.276866,51.566973,"""Mewslade View>01792 390560, Middleton, Rhossili, Swansea, Swansea, SA3 1PJ, Wales"""
-3.039743,52.949784,"""Halton Farm>01691 772401, Chirk, Wrexham, Wrexham, LL14 5BG, Wales"""
-3.283912,51.474474,"""Greendown>07711 576884, Drope Road, St. George's-Super-Ely, Cardiff, Cardiff, CF5 6EP, Wales"""
-3.26226,51.44071,"""Vishwell Farm>02920 593365, Wenvoe, Cardiff, Cardiff, CF5 6AF, Wales"""
-4.13071,51.86237,"""Glantowy Farm>01558 668275, Llanarthne, Carmarthen, Carmarthenshire, SA32 8JU, Wales"""
-4.23986,51.737553,"""Glyn Abbey Golf Club>01554 810278, Trimsaran, Kidwelly, Carmarthenshire, SA17 4LB, Wales"""
-3.635303,53.040493,"""Cernioge Bach>01690 770220 Pentre Foelas, Betws-y-Coed, Conwy, LL24 0TR, Wales"""
-3.731433,53.224737,"""Ty Ni>01492 650781, Trofarth, Abergele, Conwy, LL22 8BE, Wales"""
-3.83978,53.217842,"""Caerhun Farm>01492 650227, Tyn-y-Groes, Conwy, Conwy, LL32 8UZ, Wales"""
-3.428405,52.929862,"""Tynant>07342 177557, Llandrillo, Corwen, Denbighshire, LL21 0SN, Wales"""
-3.38999,53.181321,"""Brookhouse Farm>01745 818833, Old Ruthin Road, Denbigh, Denbighshire, LL16 4RD, Wales"""
-3.462271,53.137003,"""Bryn Glas>01745 550396, Saron, Denbigh, Denbighshire, LL16 4TH, Wales"""
-3.35419,53.305193,"""Chwarel>01745 570406, Marian, Trelawnyd, Rhyl, Denbighshire, LL18 6EB, Wales"""
-3.274634,53.111636,"""Bathafarn Hall>01824 702397, Inner Lodge, Ruthin, Denbighshire, LL15 2UU, Wales"""
-3.131951,53.089548,"""Chapel House>01352 771621 Ffordd-y-Blaenau, Treuddyn, Mold, Flintshire, CH7 4NS, Wales"""
-4.738361,52.814523,"""Cyndyn>01758 760301, Aberdaron, Pwllheli, Gwynedd, LL53 8BT, Wales"""
-4.677447,52.864024,"""Gyfelan Bach>0781 5578992, Llangwnadl, Pwllheli, Gwynedd, LL53 8NU, Wales"""
-4.677447,52.870038,"""Llecyn>01758 770347, Llangwnadl, Pwllheli, Gwynedd, LL53 8NT, Wales"""
-4.499231,52.844528,"""Tyn Coed>01758 740404, Abersoch Road, Abersoch, Pwllheli, Gwynedd, LL53 7UD, Wales"""
-4.516959,52.81134,"""Bodlondeb>01758 712640, Abersoch, Pwllheli, Gwynedd, LL53 7BG, Wales"""
-4.076635,52.748524,"""The Orchard>01341 280788, Trem Enlli, Llanaber, Barmouth, Gwynedd, LL42 1RR, Wales"""
-4.194005,53.154471,"""Cil-y-Bont>01286 675190, Crawia, Llanrug, Gwynedd, LL55 4BS, Wales"""
-4.299938,53.092125,"""Rhedynog Felen Fawr>01286 831066, Llanwnda, Caernarfon, Gwynedd, LL54 5TL, Wales"""
-4.272102,53.044703,"""Rhos-yr-Unman>01286 880657, Llanllyfni, Caernarfon, Gwynedd, LL54 6RP, Wales"""
-4.262566,52.952448,"""Rhiw Afon>01766 530209, Rhoslan, Criccieth, Gwynedd, LL52 0NR, Wales"""
-3.900522,52.740907,"""Bryn-y-Gwin Farm>01341 422733 Dolgellau, Gwynedd, LL40 1TF, Wales"""
-3.73913,52.798659,"""Ty Cerrig>01341 450238, Rhydymain, Dolgellau, Gwynedd, LL40 2BB, Wales"""
-4.676755,52.824044,"""Coed Y Llan>07792 401307, Rhosirewain, Pwllheli, Gwynedd, LL53 8HL, Wales"""
-4.685755,52.851697,"""Pen Yr Orsedd>01758 770451, Rhosirewain, Pwllheli, Gwynedd, LL53 8LR, Wales"""
